codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRMXRFCTF008;908249;2592330747.84;259301607;9.997357;136863657.09;2577995862.44;172891860.05;Híbrido;Híbrido;Ativa;07/2023
