codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia;data
BRXPMLCTF000;357599;3462052426.09;30822213;112.323292;834664178.94;3296770514.74;733810882.63;Renda;Shoppings;Ativa;08/2023;2023-09-21
