NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-10-31%2018:10:23;FII MAXI REN (MXRF) Aviso aos Cotistas  - 31/10/2023(N);2376673;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=544378
18;;2023-10-31%2017:19:06;FII MAXI REN (MXRF) Aviso aos Cotistas  - 31/10/2023;2376435;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=544378
18;;2023-10-31%2008:07:45;FII MAXI REN (MXRF) AGE - Ata da Assembleia - 30/10/2023 10:00;2375565;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=543791
18;;2023-10-30%2014:13:31;FII MAXI REN (MXRF) Relatorio Gerencial - 29/09/2023;2374865;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=543211
18;;2023-10-24%2011:06:30;FII MAXI REN (MXRF) Informe Mensal - 09/2023 (R);2370220;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=540498
18;;2023-10-17%2008:13:35;FII MAXI REN (MXRF) Informe Mensal - 09/2023;2364568;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=537407
18;;2023-10-16%2019:50:12;FII MAXI REN (MXRF) Outros Relatorios - 16/10/2023;2364423;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=537242
18;;2023-10-10%2011:11:24;FII MAXI REN (MXRF) AGE - Carta Consulta - 24/10/2023 10:00 (R);2359913;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=533914
18;;2023-10-10%2008:01:50;FII MAXI REN (MXRF) AGE - Proposta da Administradora - 24/10/2023 10:00;2359561;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=533723
18;;2023-10-10%2008:01:46;FII MAXI REN (MXRF) AGE - Carta Consulta - 24/10/2023 10:00;2359560;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=533722
