codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia;data
BRXPMLCTF000;308245;2101487966.93;21314099;98.596144;71613756.66;2744379831.53;795346563.99;Renda;Shoppings;Ativa;03/2023;2023-04-18
