codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;343538;3579087134.99;23456675;152.582885;127914585.39;3835091922.87;468837350.79;Renda;Logística;Ativa;04/2023
