NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-03-31%2018:00:35;FII CSHG LOG (HGLG) Fato Relevante - 31/03/2023;2154789;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=438372
18;;2023-03-31%2017:59:23;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 31/03/2023(N);2154775;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=438358
18;;2023-03-31%2017:57:50;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 31/03/2023;2154762;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=438358
18;;2023-03-30%2019:23:06;FII CSHG LOG (HGLG) Fato Relevante - 30/03/2023;2152963;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=437261
18;;2023-03-30%2018:38:58;FII CSHG LOG (HGLG) Fato Relevante - 30/03/2023;2152861;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=437132
18;;2023-03-24%2018:15:22;FII CSHG LOG (HGLG) Fato Relevante - 24/03/2023;2145937;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=433942
18;;2023-03-20%2018:54:56;FII CSHG LOG (HGLG) AGO - Edital de Convocação - 27/04/2023 10:00;2140463;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=432200
18;;2023-03-15%2019:24:08;FII CSHG LOG (HGLG) AGO - Edital de Convocacao - 14/04/2023 10:00;2135506;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=430642
18;;2023-03-15%2019:21:01;FII CSHG LOG (HGLG) Demonstracoes Financeiras - 31/12/2022;2135501;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=430639
18;;2023-03-15%2018:55:57;FII CSHG LOG (HGLG) Informe Anual - 12/2022;2135474;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=430607
18;;2023-03-14%2020:51:17;FII CSHG LOG (HGLG) Fato Relevante - 14/03/2023;2133899;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=429712
18;;2023-03-14%2019:43:57;FII CSHG LOG (HGLG) Informe Mensal - 02/2023;2133879;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=429701
18;;2023-03-08%2021:21:04;FII CSHG LOG (HGLG) Relatório Gerencial - 28/02/2023;2128169;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=427096
