codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRMXRFCTF008;808458;2276171292.76;226039663;10.069787;85136788.21;2270320264.99;111500610.3;Híbrido;Híbrido;Ativa;03/2023
