NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-08-29%2014:31:33;FIAGRO SUNO (SNAG) Formulario de Subscricao de Cotas - 29/08/2023;2317355;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=514368
18;;2023-08-29%2014:20:52;FIAGRO SUNO (SNAG) Anuncio de Inicio Distribuicao Cotas - 24/08/2023 (R);2317336;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=514365
18;;2023-08-25%2011:56:01;FIAGRO SUNO (SNAG) Fato Relevante - 24/08/2023(N);2314178;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512508
18;;2023-08-25%2008:08:31;FIAGRO SUNO (SNAG) Lamina de Oferta de Fundos Fechados - 24/08/2023;2313931;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512511
18;;2023-08-25%2008:08:30;FIAGRO SUNO (SNAG) Fato Relevante - 24/08/2023;2313928;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512508
18;;2023-08-25%2008:08:30;FIAGRO SUNO (SNAG) Anuncio de Inicio Distribuicao Cotas - 24/08/2023;2313929;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512509
18;;2023-08-25%2008:08:30;FIAGRO SUNO (SNAG) Prospecto Distribuicao Cotas  - Definitivo - 24/08/2023;2313930;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512510
18;;2023-08-25%2008:08:29;FIAGRO SUNO (SNAG) Inst. Particular de Emissao de Cotas - 24/08/2023;2313927;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512506
18;;2023-08-25%2008:08:28;FIAGRO SUNO (SNAG) Inst. Particular de Emissao de Cotas - 24/08/2023 (C);2313924;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512502
18;;2023-08-24%2019:36:21;FIAGRO SUNO (SNAG) Fato Relevante - 24/08/2023;2313813;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512503
18;;2023-08-24%2019:32:34;FIAGRO SUNO (SNAG) Inst. Particular de Emissao de Cotas - 24/08/2023;2313809;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512502
18;;2023-08-24%2018:57:55;FIAGRO SUNO (SNAG) Informe Anual (Anexo 39-V ICVM 472)  - 08/2023;2313785;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=512495
18;;2023-08-15%2015:19:37;FIAGRO SUNO (SNAG) Informe Mensal - 07/2023;2303926;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=508642
18;;2023-08-14%2010:32:42;FIAGRO SUNO (SNAG) Informe Trimestral - 30/06/2023;2300855;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=506197
18;;2023-08-07%2017:52:06;FIAGRO SUNO (SNAG) Aviso aos Cotistas  - 07/08/2023(N);2293619;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=502189
18;;2023-08-07%2017:04:35;FIAGRO SUNO (SNAG) Aviso aos Cotistas  - 07/08/2023;2293485;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=502189
18;;2023-08-01%2015:42:11;FIAGRO SUNO (SNAG) Relatorio Gerencial - 01/08/2023;2287700;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499656
18;;2023-08-01%2012:01:46;FIAGRO SUNO (SNAG) Regulamento - 25/07/2023;2287305;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499487
