codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia;data
BRXPMLCTF000;336875;3050727984.48;26537865;114.957552;400186299.63;3281934621.18;720622558.75;Renda;Shoppings;Ativa;07/2023;2023-08-29
