NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-12-28%2018:28:24;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 28/12/2023(N);2434379;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=577487
18;;2023-12-28%2018:12:16;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 28/12/2023;2434245;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=577487
18;;2023-12-18%2019:37:17;FII CSHG LOG (HGLG) Fato Relevante - 18/12/2023;2425704;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=572624
18;;2023-12-14%2018:38:36;FII CSHG LOG (HGLG) Informe Mensal - 11/2023;2422235;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=570160
18;;2023-12-12%2019:55:15;FII CSHG LOG (HGLG) Relatorio Gerencial - 30/11/2023;2419275;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=568603
18;;2023-12-11%2018:51:18;FII CSHG LOG (HGLG) Fato Relevante - 11/12/2023;2417902;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=567933
18;;2023-12-06%2018:47:52;FII CSHG LOG (HGLG) Fato Relevante - 06/12/2023;2413137;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=564678
18;;2023-12-04%2008:01:41;FII CSHG LOG (HGLG) Fato Relevante - 04/12/2023;2409749;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=563240
