codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia;data
BRXPMLCTF000;312556;2105158764.37;21314099;98.768368;57320384.27;2758724527.26;795973371.89;Renda;Shoppings;Ativa;04/2023;2023-05-19
