codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;411044;5188164546.57;33787575;153.552439;238824219.84;5687445192.07;844151692.29;Renda;Logística;Ativa;09/2023
