codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia;data
BRGGRCCTF002;106576;1020958046.22;9031191;113.047996;49947076.25;1042090350.0;108965769.83;Híbrido;Logística;Ativa;12/2023;2024-01-15
