NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-08-31%2017:31:45;FII MAXI REN (MXRF) Aviso aos Cotistas  - 31/08/2023(N);2320180;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=515645
18;;2023-08-31%2017:22:43;FII MAXI REN (MXRF) Aviso aos Cotistas  - 31/08/2023;2320085;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=515645
18;;2023-08-22%2018:41:23;FII MAXI REN (MXRF) Relatorio Gerencial - 31/07/2023;2311674;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=511580
18;;2023-08-16%2018:06:44;FII MAXI REN (MXRF) Outros Relatorios - 30/06/2023;2306355;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=510085
18;;2023-08-16%2008:15:35;FII MAXI REN (MXRF) Informe Mensal - 07/2023;2305008;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=509471
18;;2023-08-16%2008:15:19;FII MAXI REN (MXRF) Informe Mensal - 07/2023;2304834;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=509471
18;;2023-08-15%2008:03:37;FII MAXI REN (MXRF) Informe Trimestral - 30/06/2023;2302890;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=507930
18;;2023-08-04%2019:22:11;FII MAXI REN (MXRF) Liberacao de Negociacao das Cotas - 04/08/2023(N);2292485;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=501189
18;;2023-08-04%2018:02:02;FII MAXI REN (MXRF) Liberacao de Negociacao das Cotas - 04/08/2023;2292324;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=501189
18;;2023-08-04%2014:56:11;FII MAXI REN (MXRF) Anuncio Encerramento Distribuicao Cotas - 31/07/2023(N);2291999;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499368
18;;2023-08-02%2018:14:40;FII MAXI REN (MXRF) Outros Comunicados ao Mercado - 01/08/2023(N);2289469;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499846
18;;2023-08-01%2019:12:07;FII MAXI REN (MXRF) Outros Comunicados ao Mercado - 01/08/2023;2288127;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499846
18;;2023-08-01%2008:18:48;FII MAXI REN (MXRF) Anuncio Encerramento Distribuicao Cotas - 31/07/2023;2286825;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499368
