codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;441076;5346515836.24;33787575;158.239111;164879709.28;5910612177.2;816444864.07;Renda;Logística;Ativa;12/2023
