NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-07-25%2008:01:48;FII XP MALLS (XPML) Outros Comunicados ao Mercado - 24/07/2023;2279674;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=495734
18;;2023-07-21%2008:01:36;FII XP MALLS (XPML) Informe Mensal - 06/2023 (R);2277089;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=494897
18;;2023-07-18%2017:54:20;FII XP MALLS (XPML) Aviso aos Cotistas  - 18/07/2023(N);2274326;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=493518
18;;2023-07-18%2017:51:08;FII XP MALLS (XPML) Aviso aos Cotistas  - 18/07/2023;2274322;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=493518
18;;2023-07-18%2008:01:18;FII XP MALLS (XPML) Informe Mensal - 06/2023;2273160;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=493215
18;;2023-07-14%2018:14:38;FII XP MALLS (XPML) Fato Relevante - 14/07/2023;2271251;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=492062
18;;2023-07-14%2018:04:26;FII XP MALLS (XPML) Liberacao de Negociacao das Cotas - 14/07/2023(N);2271227;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=491934
18;;2023-07-14%2016:59:13;FII XP MALLS (XPML) Liberacao de Negociacao das Cotas - 14/07/2023;2271058;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=491934
18;;2023-07-12%2017:52:47;FII XP MALLS (XPML) Formulario de Subscricao de Cotas - 12/07/2023;2268150;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=490327
18;;2023-07-11%2008:06:45;FII XP MALLS (XPML) Prospecto Distribuicao Cotas  - Definitivo - 03/07/2023 (R);2266033;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489225
18;;2023-07-11%2008:06:45;FII XP MALLS (XPML) Aviso de Modificacao de Oferta - 10/07/2023;2266034;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489226
18;;2023-07-07%2018:51:28;FII XP MALLS (XPML) Relatorio Gerencial - 30/06/2023;2264394;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=488139
18;;2023-07-07%2018:34:59;FII XP MALLS (XPML) Fato Relevante - 07/07/2023;2264360;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=488121
18;;2023-07-04%2017:42:28;FII XP MALLS (XPML) Anuncio de Inicio Distribuicao Cotas - 03/07/2023(N);2260621;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486632
18;;2023-07-04%2008:03:02;FII XP MALLS (XPML) Anuncio de Inicio Distribuicao Cotas - 03/07/2023;2259671;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486632
18;;2023-07-04%2008:03:02;FII XP MALLS (XPML) Lamina de Oferta de Fundos Fechados - 03/07/2023;2259672;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486633
18;;2023-07-04%2008:03:02;FII XP MALLS (XPML) Prospecto Distribuicao Cotas  - Definitivo - 03/07/2023;2259673;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486634
18;;2023-07-03%2018:42:35;FII XP MALLS (XPML) Outros Documentos - 03/07/2023;2259497;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486589
18;;2023-07-03%2009:38:33;FII XP MALLS (XPML) Fato Relevante - 03/07/2023;2258029;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486283
18;;2023-07-03%2009:36:57;FII XP MALLS (XPML) Inst. Particular de Emissao de Cotas - 30/06/2023;2258027;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486282
