NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-10-16%2017:38:02;FIAGRO SUNO (SNAG) Informe Mensal - 09/2023;2364178;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=536905
18;;2023-10-06%2009:07:16;FIAGRO SUNO (SNAG) Aviso aos Cotistas  - 06/10/2023(N);2357352;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=532117
18;;2023-10-06%2008:44:31;FIAGRO SUNO (SNAG) Aviso aos Cotistas  - 06/10/2023;2357344;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=532117
18;;2023-10-03%2018:34:19;FIAGRO SUNO (SNAG) Outros Comunicados ao Mercado - 03/10/2023;2354883;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=531001
18;;2023-10-03%2014:17:28;FIAGRO SUNO (SNAG) Relatorio Gerencial - 03/10/2023;2354287;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=530845
18;;2023-10-02%2014:04:18;FIAGRO SUNO (SNAG) Relatorio Gerencial - 02/10/2023;2353001;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=530463
