codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;378902;5176423292.15;33787575;153.204937;1122926242.5;5244430283.42;1322071105.52;Renda;Logística;Ativa;07/2023
