NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-08-30%2008:10:08;FII XP MALLS (XPML) Outros Comunicados ao Mercado - 29/08/2023;2317974;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=514660
18;;2023-08-29%2019:56:52;FII XP MALLS (XPML) Informe Mensal - 07/2023 (R);2317861;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=514632
18;;2023-08-29%2019:55:43;FII XP MALLS (XPML) Informe Mensal - 06/2023 (R);2317860;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=514631
18;;2023-08-18%2018:04:08;FII XP MALLS (XPML) Aviso aos Cotistas  - 18/08/2023(N);2309242;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=510797
18;;2023-08-18%2017:59:27;FII XP MALLS (XPML) Aviso aos Cotistas  - 18/08/2023;2309228;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=510797
18;;2023-08-16%2008:16:19;FII XP MALLS (XPML) Informe Mensal - 07/2023;2305097;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=509654
18;;2023-08-16%2008:15:28;FII XP MALLS (XPML) Informe Mensal - 07/2023;2304946;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=509654
18;;2023-08-15%2018:35:47;FII XP MALLS (XPML) Liberacao de Negociacao das Cotas - 15/08/2023(N);2304465;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=509175
18;;2023-08-15%2018:18:39;FII XP MALLS (XPML) Liberacao de Negociacao das Cotas - 15/08/2023;2304435;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=509175
18;;2023-08-14%2008:03:20;FII XP MALLS (XPML) Informe Trimestral - 30/06/2023;2300592;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=506066
18;;2023-08-07%2018:06:02;FII XP MALLS (XPML) Relatorio Gerencial - 31/07/2023;2293660;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=502296
18;;2023-08-04%2008:05:47;FII XP MALLS (XPML) Anuncio Encerramento Distribuicao Cotas - 03/08/2023;2291241;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=500701
