NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-09-29%2008:01:38;FII XP MALLS (XPML) AGO - Edital de Convocacao - 30/10/2023 10:00;2350561;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=528889
18;;2023-09-29%2008:01:30;FII XP MALLS (XPML) Demonstracoes Financeiras - 30/06/2023;2350506;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=528796
18;;2023-09-28%2017:15:24;FII XP MALLS (XPML) Informe Anual - 06/2023;2350123;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=528438
18;;2023-09-22%2018:45:27;FII XP MALLS (XPML) Fato Relevante - 22/09/2023;2345577;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=525772
18;;2023-09-21%2008:11:43;FII XP MALLS (XPML) Informe Mensal - 08/2023 (R);2343430;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=524051
18;;2023-09-18%2017:36:49;FII XP MALLS (XPML) Aviso aos Cotistas  - 18/09/2023(N);2340149;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=523091
18;;2023-09-18%2017:34:11;FII XP MALLS (XPML) Aviso aos Cotistas  - 18/09/2023;2340145;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=523091
18;;2023-09-18%2008:00:29;FII XP MALLS (XPML) Informe Mensal - 08/2023;2338583;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=522544
18;;2023-09-08%2018:02:25;FII XP MALLS (XPML) Relatorio Gerencial - 31/08/2023;2328056;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=517904
