NwsMsg.IdAgencia;NwsMsg.content;NwsMsg.dateTime;NwsMsg.headline;NwsMsg.id;link
18;;2023-07-31%2017:56:36;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 31/07/2023(N);2286157;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499103
18;;2023-07-31%2017:51:50;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 31/07/2023;2286112;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=499103
18;;2023-07-31%2015:14:52;FII CSHG LOG (HGLG) Anuncio Encerramento Distribuicao Cotas - 27/07/2023(N);2285420;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=497547
18;;2023-07-28%2018:20:03;FII CSHG LOG (HGLG) Liberacao de Negociacao das Cotas - 27/07/2023 (R)(N);2284461;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=498327
18;;2023-07-28%2018:14:55;FII CSHG LOG (HGLG) Liberacao de Negociacao das Cotas - 27/07/2023 (R);2284449;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=498327
18;;2023-07-27%2019:30:39;FII CSHG LOG (HGLG) Liberacao de Negociacao das Cotas - 27/07/2023;2283287;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=497550
18;;2023-07-27%2019:28:10;FII CSHG LOG (HGLG) Outros Docs da Oferta Distribuicao Cotas - 27/07/2023;2283283;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=497549
18;;2023-07-27%2019:25:21;FII CSHG LOG (HGLG) Anuncio Encerramento Distribuicao Cotas - 27/07/2023;2283280;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=497547
18;;2023-07-26%2018:56:39;FII CSHG LOG (HGLG) Fato Relevante - 26/07/2023;2281896;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=496767
18;;2023-07-24%2018:25:16;FII CSHG LOG (HGLG) Outros Docs da Oferta Distribuicao Cotas - 24/07/2023;2279468;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=495639
18;;2023-07-20%2019:24:29;FII CSHG LOG (HGLG) Fato Relevante - 20/07/2023;2276929;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=494809
18;;2023-07-19%2018:41:26;FII CSHG LOG (HGLG) Fato Relevante - 19/07/2023;2275754;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=494080
18;;2023-07-12%2018:39:39;FII CSHG LOG (HGLG) Informe Mensal - 06/2023;2268253;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=490408
18;;2023-07-11%2018:34:06;FII CSHG LOG (HGLG) Laudo Avaliacao - Conclusao Negocio - 06/03/2023;2267099;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489764
18;;2023-07-11%2008:06:45;FII CSHG LOG (HGLG) Relatorio Gerencial - 30/06/2023;2266025;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489203
18;;2023-07-11%2008:06:44;FII CSHG LOG (HGLG) Fato Relevante - 10/07/2023;2266023;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489201
18;;2023-07-03%2018:22:53;FII CSHG LOG (HGLG) Laudo Avaliacao - Conclusao Negocio - 06/06/2023;2259449;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=486564
18;;2023-07-03%2008:25:06;FII CSHG LOG (HGLG) Aviso aos Cotistas  - 30/06/2023(N);2257927;https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=485803
