codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;365414;3608679089.96;23456675;153.844443;1287212623.18;3926159123.95;1687542700.18;Renda;Logística;Ativa;06/2023
