codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;424235;5173860468.95;33787575;153.129086;196196414.31;5690145776.92;828377444.76;Renda;Logística;Ativa;10/2023
