codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;338853;3593946727.56;23456675;153.216376;123878088.16;3830171408.8;476554152.21;Renda;Logística;Ativa;01/2023
