codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia;data
BRXPMLCTF000;384432;3455928054.08;30822213;112.124592;682853936.5;3435760815.61;743797687.29;Renda;Shoppings;Ativa;10/2023;2023-11-17
