codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRHGLGCTF004;339878;3594843262.68;23456675;153.254597;121455013.7;3821176296.9;471668393.61;Renda;Logística;Ativa;02/2023
