codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRMXRFCTF008;953489;2592808439.29;259279007;10.000071;70233894.96;2664097476.53;169723633.16;Híbrido;Híbrido;Ativa;08/2023
