codigo_isin;cotistas;patrimonio_liquido;cotas_emitidas;valor_patrimonial_cota;valor_em_caixa;total_investido;passivo;mandato;seguimento;tipo_gestão;competencia
BRMXRFCTF008;977470;2574423845.76;259279007;9.929164;65114520.83;2610877110.6;125180087.74;Híbrido;Híbrido;Ativa;09/2023
